	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ari-1	0.941118215109852	0.0953450255439208	1	1	1
FBti0060833	0.941147028353016	-0.195256291398934	0.157	0.196	1
CG31800	0.941279183282484	0.141791862458216	0.863	0.922	1
a10	0.941324541667483	-0.57901323438997	0.216	0.235	1
FBti0019560	0.941422548268534	-0.164386817900882	0.078	0.137	1
qvr	0.941452411368371	-0.0503442386564963	1	1	1
Takl2	0.941633956682956	0.222392421336448	0.196	0.196	1
CG11370	0.941672947291804	-0.127755547198373	0.039	0.118	1
FBti0061412	0.941690414275581	-0.225066555634773	0.176	0.176	1
lncRNA:CR45021	0.941709271634721	-0.0715532610250343	0.059	0.118	1
CG8155	0.941716341096587	0.0524096554833697	0.941	0.902	1
lncRNA:CR46125	0.941819690247253	-0.0418201756946272	0.078	0.157	1
snoRNA:Or-ACA9	0.941886434812809	-0.117836490293858	0.137	0.098	1
FBti0060510	0.942001494610436	-0.121306296222134	0.098	0.118	1
Mnn1	0.94202831408817	-0.00287195030719811	1	1	1
lncRNA:CR43660	0.942129444289598	0.102361717629678	0.098	0.157	1
Doa	0.942149199433578	0.222778426700861	1	1	1
CG31869	0.942175199050049	0.342843674540698	0.902	0.765	1
FBti0019355	0.942192204609145	0.0978473233981446	0.137	0.078	1
Parg	0.942249644663178	0.0450239246859954	0.706	0.686	1
FBti0019274	0.942249846006945	-0.0962153152593033	0.078	0.118	1
CG10384	0.94227993750982	-0.0782961306124204	0.98	0.941	1
Tpl94D	0.942374320780243	-0.130060540564373	0.02	0.118	1
FBti0018869	0.94243694867863	-0.0395283641866374	0.157	0.176	1
snoRNA:Or-aca5	0.942453539574983	-0.424139706386096	0.196	0.216	1
FBti0019756	0.94246037301177	0.0614005446641431	0.196	0.196	1
Hnf4	0.942539858734133	0.287169715654088	0.941	0.902	1
CG32814	0.942542390047856	0.171952682789295	0.255	0.294	1
Gk1	0.942620397701416	0.115286850587056	0.902	0.98	1
CG4681	0.942622491009592	-0.0874628412503393	0.137	0.137	1
CG10041	0.942808990324209	0.270089163367744	0.196	0.196	1
gcl	0.942978818387565	0.00634152687382628	0.961	0.941	1
FBti0062671	0.943023311147378	-0.0238467419543677	0.078	0.157	1
CG13955	0.943078569599001	0	0.118	0.078	1
FBti0020133	0.943086850092446	-0.084888897586513	0.137	0.196	1
CG31705	0.943118026779031	0.241919800353622	0.98	0.961	1
CG15563	0.943118650851795	-0.195920209975257	0.039	0.137	1
FBti0059977	0.943190377322844	-0.0506260730699679	0.098	0.118	1
Tsp42Eg	0.943299608284064	0.31448117125247	0.627	0.686	1
CG14866	0.943388576118394	0.349584437790228	0.157	0.157	1
side-II	0.943444796168287	-0.0790265313081768	0.98	1	1
snoRNA:Psi28S-3091a	0.94346923582787	-0.0650950282218849	0.176	0.137	1
Abi	0.943484915089283	0.115998139989556	0.902	0.941	1
CG12241	0.943638431283537	0.0523264422186545	0.882	0.922	1
Ir93a	0.943693692208593	-0.0976107966264221	0.255	0.314	1
CG1137	0.94378866554029	-0.0055381835414301	0.627	0.608	1
CG16790	0.94380715610644	0.222930439258361	0.686	0.627	1
asRNA:CR45535	0.943826560227338	0.0755510330071767	0.216	0.196	1
asRNA:CR45832	0.943869472318179	0.0327899351176694	0.216	0.275	1
Rrp42	0.943970153447686	0.234465253637023	0.471	0.569	1
FBti0019566	0.944031876067759	-0.0931094043914814	0.137	0.118	1
ppk10	0.944093682472121	-0.043721377429318	0.157	0.137	1
CG5909	0.944095275928655	-0.10904275929529	0.392	0.451	1
CG14441	0.944103328984056	0.226923551523008	0.961	0.941	1
CG33189	0.944124050836142	0.0995356735509145	0.157	0.137	1
CG1434	0.94424150272309	0.353179028871802	0.647	0.667	1
Ctf4	0.944312702165524	-0.150242635580612	0.235	0.294	1
FBti0059969	0.944318031835621	-0.0443941193584535	0.176	0.196	1
CG33458	0.944361323797199	-0.130060540564373	0.039	0.137	1
fd96Cb	0.9443761680246	-0.273760812426852	0.157	0.176	1
qm	0.944382140061325	0.14846080401902	0.98	0.98	1
CG10182	0.944506293910253	-0.222392421336448	0.039	0.118	1
FBti0059761	0.944544401562704	0.177787119215283	0.137	0.118	1
FBti0060773	0.944565675761694	-0.154328146391294	0.137	0.216	1
Pnn	0.944581477954559	0.0818554942000214	0.941	0.98	1
FBti0019194	0.944746423535572	-0.127755547198373	0.039	0.118	1
snoRNA:Psi18S-1377b	0.944849226089291	-0.0230836131130411	0.118	0.137	1
FBti0019368	0.944856275020289	-0.0250909809628304	0.059	0.118	1
CG6040	0.944884763157312	0.425940336541451	0.941	0.902	1
Dscam2	0.944891025823322	-0.170730029632345	1	1	1
mIF3	0.944898905660748	0.0583439862308048	0.706	0.745	1
FBti0015567	0.944904608359385	-0.125530882083859	0.02	0.118	1
CG17261	0.944930681963259	-0.038474147814636	0.431	0.392	1
Nha1	0.945027852780547	0.106611190631036	0.588	0.627	1
CG31871	0.945028358247818	-0.0501857571682165	0.255	0.216	1
asRNA:CR45044	0.945043540737047	-0.130060540564373	0.02	0.118	1
Dnah3	0.945062837784081	0.256339753259786	0.118	0.137	1
CG14780	0.945067534521743	0.0443941193584535	0.098	0.137	1
Hydr1	0.945151938403292	0.138852467317954	0.902	0.902	1
CG8642	0.945187049569114	0.0650950282218849	0.118	0.118	1
asRNA:CR44600	0.94534768611252	-0.0320612092322984	0.157	0.216	1
FBti0020284	0.945359542144101	0.131244533278253	0.137	0.176	1
WDY	0.945478337607238	0.408464845355358	0.431	0.549	1
FBti0020202	0.94550634877649	-0.134731774499882	0.667	0.647	1
lncRNA:CR46122	0.945541908382994	0.0915539378894401	0.392	0.529	1
CG5274	0.945570778493903	0.177173669179956	0.706	0.804	1
Nup160	0.945585651815613	0.122856747785534	0.725	0.686	1
lncRNA:CR45878	0.945601899197156	-0.0641303374197157	0.157	0.176	1
CG33775	0.945613496426927	-0.101283335837182	0.039	0.137	1
CG10602	0.945653188889947	0.160077215485965	0.804	0.804	1
CG6026	0.945684981111303	0.0213736507925669	0.118	0.176	1
FBti0018913	0.945690668286872	-0.150242635580612	0.294	0.294	1
Hand	0.94569774117552	-0.251538766995964	0.098	0.176	1
Sln	0.945709603642254	0.232185060603663	0.961	0.941	1
asRNA:CR30267	0.945720823454326	0.0157673158583168	0.314	0.314	1
FBti0062986	0.945805654861536	-0.0418201756946272	0.118	0.118	1
ome	0.945871456735332	0.18686702282047	0.941	0.961	1
FBti0062148	0.94592395067031	0.184424571137428	0.098	0.137	1
mt:tRNA:Cys-GCA	0.945968056629474	-0.144389909335175	0.569	0.529	1
TTLL4A	0.94598700386589	0.157455649480095	1	1	1
cag	0.946002500949317	0.029686130544651	0.725	0.725	1
Spn	0.946026308296671	-0.0401085283727412	1	1	1
CG1943	0.946043294641954	0.240820256739645	1	1	1
Abd-B	0.946049647889945	0.0227200765000835	0.118	0.137	1
beat-Ic	0.946051467488329	-0.110109756917684	0.961	0.98	1
CG15923	0.946101742391777	-0.287896466312571	0.431	0.471	1
CG6294	0.946136258329027	0.0951572330403402	0.294	0.314	1
rols	0.946179734502369	0.471860181403056	0.667	0.647	1
CG32813	0.946217282265802	0.0735692179958365	0.98	0.98	1
asRNA:CR45834	0.946247529502979	-0.0853914912306446	0.255	0.314	1
FBti0061148	0.946259881601794	-0.0752881273042369	0.059	0.137	1
FBti0020097	0.94634074862031	0	0.235	0.235	1
esc	0.946357395937543	0.0878178787914177	0.647	0.725	1
nero	0.946364825005798	0.147445658512299	0.765	0.784	1
SLO2	0.94638949093982	-0.0937306178025086	1	1	1
CG11807	0.946395942926778	0.0216516576199091	0.941	0.941	1
TAF1C-like	0.946431451732136	-0.00500068105836649	0.667	0.706	1
CG18754	0.9465961236555	0.283247626723302	0.471	0.529	1
l(2)dtl	0.946610075038769	0.166819090574491	0.451	0.529	1
FBti0063122	0.946647950011586	-0.0489096004809465	0.078	0.137	1
FBti0019303	0.946686463535763	0.125530882083859	0.196	0.235	1
CG4168	0.946777509592042	-0.155008873991389	0.941	1	1
CG43291	0.946982794362989	0.0369942074822017	0.078	0.137	1
Tip60	0.947063290187311	0.0270838792026238	0.902	0.843	1
CG13197	0.94706370132841	-0.00321671268354251	0.961	0.961	1
snoRNA:Me18S-G1506	0.947091628954651	0.0660891904577725	0.137	0.137	1
asRNA:CR43872	0.947264974322754	-0.0497530351970994	0.078	0.118	1
CG5964	0.947322467574104	-0.0605415419350507	0.118	0.098	1
lt	0.947342660318039	0.0937665461842379	1	0.98	1
CG42788	0.947394993927966	0.223828653451966	1	0.98	1
Drgx	0.947465627971489	0.14919654106119	0.784	0.784	1
RR48401-transposable-element	0.947490642950331	0.0671141958585368	0.275	0.392	1
phr	0.947617802236526	0.150103560529569	0.588	0.686	1
FBti0063687	0.947648213944553	0.0242475462466774	0.118	0.078	1
hebe	0.947730246543595	0.304854581528422	0.765	0.784	1
lncRNA:CR44410	0.947881956184647	-0.37851162325373	0.078	0.157	1
CG34269	0.947896254404872	-0.175086706558091	0.078	0.157	1
FBti0062003	0.947924511997256	-0.192645077942396	0.157	0.157	1
lncRNA:CR45937	0.947952479582709	0	0.059	0.137	1
FBti0060270	0.947957510082266	-0.0446690493337285	0.373	0.373	1
lncRNA:CR45758	0.947975890022937	0.0527511107753931	0.98	0.98	1
thw	0.948004105881102	0.184424571137428	0.176	0.157	1
dpn	0.948147445743444	-0.0356239097307214	0.137	0.176	1
CG33108	0.948152227295513	0.0888092669578553	0.843	0.863	1
CG3719	0.948334219159582	0.014187234844095	0.961	0.98	1
CG13138	0.948364882154547	-0.0888092669578559	0.137	0.137	1
FBti0060571	0.948435035765285	0.0727563424353142	0.118	0.118	1
Prip	0.948461794599747	0.254997086768376	0.353	0.235	1
Prosalpha6	0.948538835382532	0.0866006182234109	0.882	0.902	1
lncRNA:CR43904	0.948563773823489	-0.203533394085132	0.176	0.216	1
CG13855	0.94858590709145	-0.117039421190219	0.078	0.157	1
FBti0019076	0.948649401596975	-0.199308808223407	0.059	0.118	1
CG42615	0.948674847318369	0.0406419844973458	0.118	0.118	1
snoRNA:Psi28S-1175b	0.94871704983153	-0.321928094887362	0.137	0.157	1
lncRNA:CR44317	0.948762561912102	0.197657182352248	0.961	1	1
tRNA:Ala-CGC-1-2	0.948781374520497	-0.119298928372344	0.078	0.157	1
beat-IIa	0.948815295323615	-0.218584358307982	0.961	0.98	1
Nle	0.948821369083613	0.23492906815344	0.627	0.627	1
lncRNA:CR46476	0.949124800176547	-0.2081081953302	0.059	0.137	1
CG31538	0.949209451286199	-0.0767571989840379	0.765	0.765	1
lncRNA:CR45475	0.949231890398492	0	0.137	0.176	1
Ttd14	0.949275386550503	0.169510536757244	1	0.98	1
Ack	0.949311315530493	0.215553462403225	0.941	0.961	1
lncRNA:CR32773	0.949360472488192	0.18309761557184	0.941	0.98	1
CG34300	0.949401058307144	-0.121306296222134	0.078	0.118	1
CG11590	0.949424328354419	0.239338313390437	0.647	0.725	1
CG14005	0.949513170113554	0.12492661190083	0.863	0.882	1
lncRNA:CR43907	0.94952379838801	-0.269186632815389	0.137	0.255	1
FBti0064184	0.94956374488496	0	0.176	0.216	1
FBti0063603	0.949591302041568	-0.159198594849254	0.078	0.137	1
CG4797	0.949668280541317	0.598768300246187	0.902	0.843	1
Mkp	0.949752351144376	-0.242856523896164	0.118	0.196	1
lncRNA:CR43838	0.949759881469942	-0.160357116742278	0.745	0.647	1
GstD4	0.949806902485925	-0.175849835399418	0.059	0.118	1
lncRNA:CR44233	0.949835908803106	-0.123382415505282	0.373	0.392	1
lncRNA:CR46474	0.949863162566731	0.142957953842043	0.235	0.255	1
lncRNA:CR43458	0.949886933043678	-0.0981803939389036	0.098	0.216	1
CG6280	0.949916412617789	-0.113956189297086	0.176	0.176	1
CG43373	0.949965318184351	-0.139628945946464	0.961	0.922	1
Nadsyn	0.949989734796713	-0.00411552137851423	1	1	1
FBti0063940	0.950041295982065	0	0.078	0.137	1
CG12716	0.950215161087116	-0.0132968226134578	0.431	0.373	1
asRNA:CR45683	0.950313271005983	-0.0848214330658954	0.922	0.824	1
lncRNA:CR45898	0.950335500066587	-0.021695071099319	0.137	0.098	1
FBti0062042	0.950381753725005	-0.070389327891398	0.059	0.157	1
RpIIIC160	0.950403033251086	0.202072436956852	0.608	0.627	1
FBti0062161	0.950531527575525	0.0565835283663674	0.333	0.333	1
z	0.950561224358769	-0.0216376492584436	0.922	0.922	1
RR48902-transposable-element	0.950679856153014	-0.0282890444314234	0.294	0.333	1
FBti0060272	0.95070255566956	-0.0443941193584535	0.098	0.137	1
CG43251	0.950860875600621	-0.15200309344505	0.02	0.118	1
asRNA:CR44896	0.950907979207296	-0.0962153152593033	0.137	0.137	1
srw	0.950916490771867	0.0489096004809465	0.078	0.118	1
ovo	0.950975837230635	0.186959243367094	0.745	0.725	1
FBti0060147	0.951055140034354	0.163498732282879	0.529	0.529	1
FBti0062902	0.951113694777049	-0.103093492964104	0.039	0.118	1
CG13516	0.951160737202264	0.0955776599822311	0.471	0.49	1
CG13031	0.951226598819662	-0.117356950638159	0.098	0.118	1
snoRNA:U14:30Eb	0.951397646458272	-0.0406419844973458	0.137	0.137	1
DIP1	0.951419203457941	0.110189080282769	1	1	1
CG4080	0.951444341738295	-0.0286779021527925	1	1	1
FBti0061862	0.951499928871167	-0.130060540564373	0.039	0.137	1
opm	0.951611083757744	0.0674987607124438	0.922	0.882	1
cv-c	0.951619602639178	0.624425602047049	0.98	0.961	1
CG4752	0.951642299724722	0.574295575669301	0.588	0.608	1
wat	0.951661447948629	0.419845758675743	0.922	0.941	1
conu	0.951752655914588	0.123157152792531	1	1	1
Galt	0.951762455592369	0.156095320389387	0.961	0.941	1
CG12923	0.951852402040268	0.0193653248669313	0.176	0.255	1
beat-IIIa	0.951942936274796	-0.106915203916512	0.157	0.196	1
FBti0061296	0.951945892173006	-0.137503523749935	0.078	0.118	1
Ugt37C1	0.951978525374093	0.0565835283663673	0.118	0.157	1
Rrp1	0.952052126019069	0.0335959692716035	0.647	0.627	1
Ptth	0.952134944994661	0.0201778819376303	0.176	0.235	1
FBti0062796	0.952173254993528	0	0.157	0.196	1
CG42249	0.952317100979526	-0.212544635380101	0.118	0.176	1
Pgant8	0.952421986495032	0.217805151840796	0.275	0.333	1
CG9686	0.952429903644293	0.288539436492459	1	0.98	1
FBti0060384	0.952581972705099	-0.169925001442312	0.098	0.137	1
CG42866	0.952606671446897	-0.0458036896131246	0.098	0.137	1
CG14210	0.952638191971142	0.122566642206255	0.765	0.725	1
FBti0061358	0.952646530199748	0.0554951125917034	0.314	0.294	1
GstO3	0.952656149738539	0.267961086913721	0.765	0.843	1
trol	0.952880772151895	0.340679736512599	0.98	0.941	1
rst	0.95295663819539	0.197345798076324	0.941	0.902	1
asun	0.952982661607886	0.174330180562314	0.529	0.667	1
CG1273	0.953000616111708	0.165059246270496	0.118	0.059	1
TTLL3B	0.953057882967966	-0.171952682789295	0.216	0.314	1
CG8136	0.95313652671387	0.115477217419936	0.373	0.431	1
FBti0060871	0.953167675335587	0.043721377429318	0.098	0.137	1
FBti0019900	0.953172715234616	0.222392421336448	0.392	0.451	1
asRNA:CR44386	0.953284468192292	0.0230836131130411	0.098	0.118	1
FBti0019322	0.953290343345226	0.552541023028779	0.686	0.706	1
FBti0061741	0.953383879139185	-0.0379678501990203	0.216	0.196	1
asRNA:CR45209	0.953436462726504	0.0535810402048438	0.725	0.706	1
CG5618	0.953501237516387	0.124189315062049	1	1	1
LKRSDH	0.953586114269133	0.126247749199672	0.745	0.765	1
FBti0020435	0.953612463222081	-0.053298226160049	0.49	0.51	1
CG15892	0.953713898322917	0.0345986615239666	0.431	0.529	1
CG43675	0.953714375885313	-0.0274807364221068	0.353	0.353	1
CG7110	0.953725873026594	0.127917474920737	0.51	0.588	1
FBti0060093	0.953774508953197	-0.0213736507925669	0.118	0.118	1
CG32271	0.953824747820079	-0.33995177672269	0.51	0.549	1
lncRNA:CR44817	0.953863377871746	0.119298928372344	0.118	0.137	1
asRNA:CR46055	0.953921068349392	0.0663424948286961	0.255	0.314	1
CG15169	0.95392379493015	-0.118644496498619	0.078	0.137	1
Ir56d	0.953975001472294	-0.0250909809628304	0.078	0.118	1
Ir51b	0.954056320994861	-0.0473057147783568	0.118	0.118	1
lncRNA:CR43150	0.954099641229467	-0.0995356735509143	0.059	0.137	1
Miro	0.954151672920351	0.0376407455516858	0.961	0.98	1
asRNA:CR44907	0.954172261991579	-0.108524456778169	0.137	0.216	1
CG8646	0.954173563472333	-0.0645402521947107	0.373	0.373	1
B-H1	0.95418306477292	0.118556610351908	0.51	0.451	1
FBti0019238	0.954242246434623	-0.148098638989134	0.431	0.431	1
CG8192	0.95426346023535	0.263034405833794	0.137	0.176	1
lncRNA:CR45406	0.95433954600965	0.0660891904577725	0.137	0.157	1
lncRNA:CR46414	0.954378105264463	0.159198594849254	0.098	0.118	1
TwdlY	0.95438732266962	0.043721377429318	0.118	0.137	1
CG31882	0.954456355039746	0.222392421336448	0.118	0.02	1
asRNA:CR46473	0.954515768207531	-0.067114195858537	0.078	0.137	1
Corp	0.954564329719853	0.131244533278253	0.333	0.333	1
Ask1	0.954636075927347	0.00704901259452395	0.941	0.902	1
Npc1b	0.954679571024833	-0.0874628412503393	0.157	0.176	1
CG14860	0.954680478281392	0.161751069996612	0.118	0.098	1
CG8003	0.954704479535567	-0.0504897704536931	0.745	0.667	1
Gpo3	0.95473768040711	-0.34617564113404	0.098	0.157	1
CG15369	0.954755003874547	0.0465425859370303	0.098	0.118	1
CG6287	0.954778848649863	0.282237104797677	1	0.98	1
lncRNA:CR44738	0.954785011622099	-0.095577659982231	0.196	0.275	1
RR46432-transposable-element	0.954824411039388	-0.177787119215283	0.078	0.157	1
FBti0019109	0.954918658969256	-0.19854567938208	0.137	0.216	1
FBti0019907	0.954954293617422	0	0.333	0.333	1
Cpr65Eb	0.95507579358152	0	0.059	0.118	1
FBti0018893	0.955251285398256	-0.164119379761107	0.137	0.176	1
snoRNA:Psi28S-2442a	0.955380694911129	-0.0861566437497148	0.118	0.176	1
ppan	0.955404029210686	0.2688167584278	0.588	0.647	1
Rab32	0.955416446187119	0.130394520670653	1	0.961	1
Clk	0.955429679396488	0.358265500673335	0.824	0.725	1
snoRNA:Psi28S-1060	0.955467435390968	0.0888092669578559	0.157	0.118	1
ReepA	0.955475699386422	0.00142742174590005	1	1	1
MESK4	0.955553423666749	0.389946518316014	0.098	0.118	1
abo	0.955571786306243	0.137503523749935	0.569	0.471	1
mRpL1	0.95557273037311	0.0260735116098929	0.784	0.902	1
Egfr	0.955602879611556	0.657972208929578	0.922	0.882	1
lncRNA:CR45897	0.955791202893356	-0.0515303006400818	0.294	0.333	1
CG12713	0.955865356821232	0.0139391909578737	0.627	0.608	1
CG14515	0.955946668046248	0	0.137	0.137	1
Pldn	0.956044268238345	0.0902888853291035	0.824	0.863	1
CG2556	0.95609690730042	0.340320406749622	0.49	0.529	1
Ts	0.956257801569211	0	0.118	0.157	1
CG7857	0.956319154915622	0.147135286073992	0.804	0.824	1
vtd	0.956440556332036	0.0903562467765191	1	1	1
CG1461	0.956459124163181	0.09607058572192	0.941	0.941	1
FBti0061006	0.956524467256729	-0.0497530351970994	0.039	0.118	1
rgr	0.956550527892884	0.266514974568755	0.824	0.824	1
FBti0063060	0.956591233578584	-0.133266530863464	0.098	0.157	1
FBti0019077	0.956659419377003	0.321928094887362	0.196	0.196	1
CG9445	0.956695570609963	-0.0480942882010451	0.098	0.137	1
CG42733	0.956823448818628	-0.0943273825481533	0.216	0.235	1
CG9903	0.956867423013192	0.113656781795567	0.118	0.157	1
lncRNA:CR43827	0.956869677005152	0.0931094043914815	0.255	0.333	1
asRNA:CR45807	0.956898985512171	0.0614005446641432	0.314	0.373	1
lncRNA:CR44553	0.956982486280282	-0.338168735894573	0.039	0.137	1
lncRNA:CR45169	0.957141599896087	-0.0489096004809465	0.059	0.118	1
lncRNA:CR45004	0.957173619089956	0.129283016944967	0.176	0.196	1
CG31407	0.957191288152958	0.024662054234269	0.137	0.098	1
CG43049	0.957204351732716	-0.0497530351970994	0.098	0.118	1
asRNA:CR45870	0.957306659419095	-0.0210616155278299	0.118	0.118	1
Slob	0.957365750479995	0.216680214141748	1	1	1
FBti0060366	0.957377102850659	0.11664491885227	0.314	0.294	1
Dbp80	0.957395503237869	0.128323166578806	1	1	1
CG9902	0.957495496680355	-0.128793054284156	0.922	0.922	1
FBti0060741	0.957601267728051	-0.0473057147783568	0.078	0.137	1
asRNA:CR44093	0.957610612297181	0.149895430483059	0.353	0.451	1
FBti0018890	0.957612405389866	-0.0907654639231825	0.294	0.275	1
Mabi	0.957681097530251	0.165059246270496	0.137	0.118	1
FBti0064021	0.957687675475781	-0.0223678130284544	0.137	0.118	1
CheB42a	0.957698433725096	0	0.157	0.137	1
CG43367	0.957758047960301	0.0581303399677315	1	1	1
Vps26	0.957785766069681	0.0642732138784492	0.941	0.941	1
lncRNA:CR45590	0.957810130845639	-0.0931094043914814	0.118	0.176	1
lncRNA:CR34052	0.957812618544021	-0.0465425859370303	0.098	0.118	1
Hsc70-2	0.957825533691202	-0.25964381663302	0.059	0.118	1
asRNA:CR46044	0.957851544879081	-0.117356950638159	0.118	0.078	1
FBti0062020	0.957919897303047	-0.110182917750423	0.098	0.157	1
CG18449	0.958009139581027	-0.0551415541924611	0.255	0.275	1
CG33099	0.958097174131387	-0.154722594798642	0.039	0.118	1
CG15368	0.958106515688803	-0.0288548626721852	0.196	0.235	1
nAChRalpha6	0.958195937968185	-0.101472927791333	1	1	1
CG34316	0.958375122004102	-0.0515303006400822	0.059	0.118	1
RhoGEF64C	0.958406985996769	0.375320050694907	0.804	0.843	1
sds22	0.958452676504879	0.047513461202632	0.843	0.745	1
lncRNA:CR45685	0.958475941493002	0.0220263063299991	0.157	0.196	1
CG11007	0.958480902480125	-0.0170131103762081	0.961	0.882	1
TTLL6B	0.958580848163577	0.33257533908687	0.412	0.529	1
CG5611	0.958621133767056	-0.0215868622081459	0.784	0.667	1
Hex-C	0.958729623853876	-0.0319344747158166	0.902	0.863	1
CG43163	0.958751209817482	0.306195168622766	0.667	0.51	1
by	0.958752064922683	0.427391629686718	0.863	0.863	1
FBti0060764	0.958896786682748	-0.108524456778169	0.098	0.118	1
blw	0.95901662639066	0.0925014119391445	1	1	1
CR40354	0.959035866240234	-0.169925001442312	0.059	0.157	1
CG41099	0.959163114875416	0.0619277491432015	1	1	1
